%Seed=168537
1	0.000000
11	0.000000
21	0.000000
31	0.000000
41	0.000000
51	0.000000
61	0.000000
71	0.000000
81	0.000000
91	0.020000
101	0.010000
111	0.010000
121	0.000000
131	0.000000
141	0.020000
151	0.020000
161	0.000000
171	0.000000
181	0.020000
191	0.000000
201	0.030000
211	0.020000
221	0.010000
231	0.060000
241	0.040000
251	0.030000
261	0.010000
271	0.050000
281	0.020000
291	0.050000
301	0.020000
311	0.080000
321	0.040000
331	0.030000
341	0.050000
351	0.080000
361	0.040000
371	0.060000
381	0.100000
391	0.050000
401	0.050000
411	0.150000
421	0.090000
431	0.090000
441	0.130000
451	0.130000
461	0.130000
471	0.070000
481	0.130000
491	0.140000
501	0.170000
511	0.130000
521	0.140000
531	0.090000
541	0.110000
551	0.170000
561	0.120000
571	0.170000
581	0.190000
591	0.110000
601	0.130000
611	0.180000
621	0.150000
631	0.210000
641	0.170000
651	0.220000
661	0.140000
671	0.190000
681	0.170000
691	0.270000
701	0.170000
711	0.190000
721	0.260000
731	0.260000
741	0.240000
751	0.210000
761	0.260000
771	0.320000
781	0.270000
791	0.160000
801	0.260000
811	0.310000
821	0.250000
831	0.290000
841	0.320000
851	0.350000
861	0.430000
871	0.230000
881	0.370000
891	0.370000
901	0.330000
911	0.280000
921	0.440000
931	0.420000
941	0.420000
951	0.350000
961	0.380000
971	0.300000
981	0.350000
991	0.410000
1001	0.350000
