%Seed=168537
1	0.000900
11	0.000900
21	0.000900
31	0.000900
41	0.000900
51	0.000900
61	0.000900
71	0.000900
81	0.000900
91	0.300000
101	0.208997
111	0.208997
121	0.000900
131	0.000900
141	0.300000
151	0.300000
161	0.000900
171	0.000900
181	0.300000
191	0.000900
201	0.371174
211	0.300000
221	0.208997
231	0.534974
241	0.431918
251	0.371174
261	0.208997
271	0.485890
281	0.300000
291	0.485890
301	0.300000
311	0.622586
321	0.431918
331	0.371174
341	0.485890
351	0.622586
361	0.431918
371	0.534974
381	0.700000
391	0.485890
401	0.485890
411	0.864143
421	0.662364
431	0.662364
441	0.802607
451	0.802607
461	0.802607
471	0.580294
481	0.802607
491	0.833974
501	0.921266
511	0.802607
521	0.833974
531	0.662364
541	0.735780
551	0.921266
561	0.769923
571	0.921266
581	0.974602
591	0.735780
601	0.802607
611	0.948375
621	0.864143
631	1.024616
641	0.921266
651	1.048493
661	0.833974
671	0.974602
681	0.921266
691	1.157919
701	0.921266
711	0.974602
721	1.137268
731	1.137268
741	1.094166
751	1.024616
761	1.137268
771	1.252952
781	1.157919
791	0.893212
801	1.137268
811	1.234986
821	1.116025
831	1.197524
841	1.252952
851	1.303939
861	1.420152
871	1.071665
881	1.335609
891	1.335609
901	1.270425
911	1.177998
921	1.432774
931	1.407117
941	1.407117
951	1.303939
961	1.350773
971	1.216515
981	1.303939
991	1.393667
1001	1.303939
